# time t                       x   
0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000278e-02,1.002499904607939474e+00
1.000000000000000056e-01,1.009997048455395063e+00
1.500000000000000222e-01,1.022477842703789497e+00
2.000000000000000111e-01,1.039907636106970124e+00
2.500000000000000000e-01,1.062221327200476351e+00
3.000000000000000444e-01,1.089315211539771289e+00
3.500000000000000333e-01,1.121040394900108650e+00
4.000000000000000222e-01,1.157198233292193068e+00
4.500000000000000111e-01,1.197538341387684557e+00
5.000000000000000000e-01,1.241759341184971888e+00
5.500000000000000444e-01,1.289512708546248776e+00
6.000000000000000888e-01,1.340409607362156530e+00
6.500000000000000222e-01,1.394030459091564200e+00
7.000000000000000666e-01,1.449936723900282498e+00
7.500000000000000000e-01,1.507684121405339805e+00
8.000000000000000444e-01,1.566836399633227961e+00
8.500000000000000888e-01,1.626978723298233120e+00
9.000000000000000222e-01,1.687729764672411203e+00
9.500000000000000666e-01,1.748751758972399539e+00
1.000000000000000000e+00,1.809758020138244605e+00
1.050000000000000044e+00,1.870517650914670815e+00
1.100000000000000089e+00,1.930857453572716542e+00
1.150000000000000133e+00,1.990661264348069004e+00
1.200000000000000178e+00,2.049867100464369152e+00
1.250000000000000000e+00,2.108462607255294774e+00
1.300000000000000044e+00,2.166479324847095267e+00
1.350000000000000089e+00,2.223986271972418383e+00
1.400000000000000133e+00,2.281083283267664630e+00
1.450000000000000178e+00,2.337894451334370682e+00
1.500000000000000000e+00,2.394561941578554176e+00
1.550000000000000044e+00,2.451240339971479720e+00
1.600000000000000089e+00,2.508091644065129522e+00
1.650000000000000133e+00,2.565280928138171213e+00
1.700000000000000178e+00,2.622972675317701619e+00
1.750000000000000000e+00,2.681327738421971141e+00
1.800000000000000044e+00,2.740500873818390026e+00
1.850000000000000089e+00,2.800638788336990537e+00
1.900000000000000133e+00,2.861878633379592696e+00
1.950000000000000178e+00,2.924346891197717291e+00
2.000000000000000000e+00,2.988158599617785960e+00
2.050000000000000266e+00,3.053416868159520181e+00
2.100000000000000089e+00,3.120212652660594443e+00
2.149999999999999911e+00,3.188624750257801121e+00
2.200000000000000178e+00,3.258719990798950139e+00
2.250000000000000000e+00,3.330553597863398885e+00
2.300000000000000266e+00,3.404169693431726706e+00
2.350000000000000089e+00,3.479601933135791914e+00
2.400000000000000355e+00,3.556874240921814145e+00
2.450000000000000178e+00,3.636001626774349127e+00
2.500000000000000000e+00,3.716991067049243203e+00
2.550000000000000266e+00,3.799842424308692124e+00
2.600000000000000089e+00,3.884549391356803216e+00
2.650000000000000355e+00,3.971100438384957965e+00
2.700000000000000178e+00,4.059479752459086654e+00
2.750000000000000000e+00,4.149668147131086116e+00
2.800000000000000266e+00,4.241643911713998349e+00
2.850000000000000089e+00,4.335383666223126653e+00
2.900000000000000355e+00,4.430863125714774142e+00
